#size threads block_size3/3-Join
1 1250001 608921776.3 10000000 549601423
2 1250001 358891771.4 10000000 549601423
3 1250001 230396500.9 10000000 549601423
4 1250001 217083146.8 10000000 549601423
6 1250001 170130232.4 10000000 549601423
8 1250001 161919588.1 10000000 549601423
16 1250001 123319180.6 10000000 549601423
32 1250001 128345782 10000000 549601423
1 156251 689773325.8 10000000 549601423
2 156251 363160257.4 10000000 549601423
3 156251 249662849.4 10000000 549601423
4 156251 203437684.5 10000000 549601423
6 156251 149776214.5 10000000 549601423
8 156251 123515925.9 10000000 549601423
16 156251 87141665.9 10000000 549601423
32 156251 70307240.3 10000000 549601423
1 46298 755714516.5 10000000 549601423
2 46298 394447313 10000000 549601423
3 46298 279068922.6 10000000 549601423
4 46298 221831632.2 10000000 549601423
6 46298 162646830.5 10000000 549601423
8 46298 134355127.9 10000000 549601423
16 46298 94629644.5 10000000 549601423
32 46298 74589781.1 10000000 549601423
1 19533 776155667.9 10000000 549601423
2 19533 400742893.2 10000000 549601423
3 19533 282343922.5 10000000 549601423
4 19533 223748678.1 10000000 549601423
6 19533 161001100.6 10000000 549601423
8 19533 129348769.4 10000000 549601423
16 19533 92718406.4 10000000 549601423
32 19533 69073243.9 10000000 549601423
1 10001 815689931.4 10000000 549601423
2 10001 426279785.4 10000000 549601423
3 10001 304065182.3 10000000 549601423
4 10001 239939414.1 10000000 549601423
6 10001 173833312.4 10000000 549601423
8 10001 143223417.2 10000000 549601423
16 10001 102649371.7 10000000 549601423
32 10001 78400686.3 10000000 549601423
1 5789 825853585.6 10000000 549601423
2 5789 428782750.3 10000000 549601423
3 5789 304953062.1 10000000 549601423
4 5789 238391743.1 10000000 549601423
6 5789 176111698.6 10000000 549601423
8 5789 147393872.6 10000000 549601423
16 5789 104647995.2 10000000 549601423
32 5789 76664916.4 10000000 549601423
1 3646 874661220.2 10000000 549601423
2 3646 451354595.3 10000000 549601423
3 3646 312946790.9 10000000 549601423
4 3646 250802659.2 10000000 549601423
6 3646 181466472.5 10000000 549601423
8 3646 143958664.9 10000000 549601423
16 3646 100691419.4 10000000 549601423
32 3646 76060758.6 10000000 549601423
1 2443 873025789 10000000 549601423
2 2443 450408780.9 10000000 549601423
3 2443 312321787 10000000 549601423
4 2443 248080607.2 10000000 549601423
6 2443 181530620.3 10000000 549601423
8 2443 148338933.5 10000000 549601423
16 2443 98043674.6 10000000 549601423
32 2443 76081039.4 10000000 549601423
1 1716 872544038.1 10000000 549601423
2 1716 453174488.1 10000000 549601423
3 1716 313537405.9 10000000 549601423
4 1716 248722500 10000000 549601423
6 1716 182102188.5 10000000 549601423
8 1716 152853868.4 10000000 549601423
16 1716 98651816.3 10000000 549601423
32 1716 78393742.5 10000000 549601423
1 1251 967433375.3 10000000 549601423
2 1251 503971517.1 10000000 549601423
3 1251 347651765.9 10000000 549601423
4 1251 284334305.5 10000000 549601423
6 1251 204771422.3 10000000 549601423
8 1251 165004999.6 10000000 549601423
16 1251 117054715.5 10000000 549601423
32 1251 88623484.1 10000000 549601423
1 941 969197694.3 10000000 549601423
2 941 509271460.9 10000000 549601423
3 941 349665987.6 10000000 549601423
4 941 280588089.1 10000000 549601423
6 941 204745597.9 10000000 549601423
8 941 163135405.5 10000000 549601423
16 941 113766116.1 10000000 549601423
32 941 88744307.7 10000000 549601423
1 725 967717112.3 10000000 549601423
2 725 504834440.9 10000000 549601423
3 725 340146427.1 10000000 549601423
4 725 281998614.7 10000000 549601423
6 725 202471988.8 10000000 549601423
8 725 169965893.6 10000000 549601423
16 725 116261898.2 10000000 549601423
32 725 91720672.4 10000000 549601423
1 570 963234000.7 10000000 549601423
2 570 506270511.2 10000000 549601423
3 570 355539306.1 10000000 549601423
4 570 283125368.2 10000000 549601423
6 570 204051321.5 10000000 549601423
8 570 165533656.6 10000000 549601423
16 570 116172580.6 10000000 549601423
32 570 88388549.8 10000000 549601423
1 457 1131243963.5 10000000 549601423
2 457 585470879.3 10000000 549601423
3 457 405672605.2 10000000 549601423
4 457 321710162.9 10000000 549601423
6 457 225460139.9 10000000 549601423
8 457 179304185.2 10000000 549601423
16 457 120807275.1 10000000 549601423
32 457 94031179.4 10000000 549601423
1 372 1143393796.1 10000000 549601423
2 372 590489806.3 10000000 549601423
3 372 411800588.4 10000000 549601423
4 372 317005982.7 10000000 549601423
6 372 228137055.2 10000000 549601423
8 372 183444414.3 10000000 549601423
16 372 120020836.5 10000000 549601423
32 372 94508906.9 10000000 549601423
1 307 1142014322.8 10000000 549601423
2 307 589046074.9 10000000 549601423
3 307 414817763.8 10000000 549601423
4 307 328900885.5 10000000 549601423
6 307 221394924.5 10000000 549601423
8 307 176121201.9 10000000 549601423
