#size threads sequential 3/3-Join 2/2-Join 3/2-Join Rayon 3/3-Join no copy 3/3-Join no copy + swap
10000000 1 7500750.1 106517438.8 154673816.9 218896164.6 12134616.2 86907572.2 7647062.7
10000000 2 7505509.5 70649082.8 98966780.7 177337916.4 5978894.2 53572342.6 5974533
10000000 3 7542905.7 61148166 81756053.4 155607133.8 4257987.8 47573680.2 2732117
10000000 4 7524235.5 58001254.1 84442612 152814937.4 3788047.3 46115742.9 2586926.5
10000000 5 7824941.6 53612561.5 75653759.4 157167884.8 2924090.1 43898185.2 1736063.3
10000000 6 7893366 51847340.2 84872055.5 153398683.8 2893679.8 42170441.1 1828566.1
10000000 7 7895989 51057593.9 75831456 149010407.6 2175618.3 39421548.7 1816545.3
10000000 8 7552755.2 50828694 80993992.9 159042460.5 2080670.5 41923799.2 1732833.1
10000000 9 7521810.9 44968648.2 82085702.9 154147013.6 1930020.6 40635266 1252099.5
10000000 10 7539773.8 50699313.4 73108056.9 152416022.5 2156886 42916515.5 1942726.4
10000000 11 7571078 50569223.5 77348137.9 151731652.4 3782600.9 38627390.9 1244739
10000000 12 7521668.4 48998083.6 75825820.5 149440952.7 1681406.6 40657118.7 1250896.2
10000000 13 7507359.9 48950958.5 75654090.2 151601121.1 2814160.1 40416115.7 2580336.5
10000000 14 7530540.2 51803844.1 71540932.1 153245844.1 2687553.6 43887523.9 1249484.6
10000000 15 7579507.6 50020772.3 79095772 142835410.8 1871687.6 41774820.2 1641458.7
10000000 16 7595809.6 51201583.5 73472656.8 151340421 2626477.1 40143355 1628411.1
10000000 17 7599340 49240665.7 75264569.2 156745896.2 1788490 39182433.3 2693509.5
10000000 18 7656909.2 48291319.4 73880645.8 149211759.6 2213045.6 43000558.1 1458338.4
10000000 19 7549118.1 49397359.8 72990311.6 149809382 1925922.1 43187031 1719261.9
10000000 20 7494708.4 51037536.5 74745731.7 153565607.7 2053427.3 40811906.3 1601662.6
10000000 21 7505267.6 48420290.8 75996226.6 154271474.3 2000292.7 39848179.8 1180191.7
10000000 22 7454789.9 51596979 72452588.8 150291997.4 1862356.4 44196728.3 2677121.1
10000000 23 7428824.4 51493383.9 73931587.8 153446231.1 1641563.3 39359236.6 1626323.8
10000000 24 7555521.3 49510641.7 73376181.7 148852386.1 1830223.7 42080545.8 1273410.3
10000000 25 7656359.5 54082781.6 78532306.7 151162941.5 1814366.3 39636799 2942079.6
10000000 26 7803210.4 53844917.4 79978328.2 154324373.9 1927589.6 42404524.5 1341877.8
10000000 27 7466467.2 48698307.5 75015736.3 152453340.6 1887350.7 45658333.1 1143649.4
10000000 28 7612067.9 51790771.2 74496879.5 157046515.5 1714603.1 44683541 1422948.1
10000000 29 7587335.2 50770313.1 75184088.7 147124636.7 1432769.5 42059814.6 1375770
10000000 30 7558610.5 54748328 77796898.2 152159774.5 2026790.2 42109071.9 1409757
10000000 31 7582608.1 51010422.4 68773399.3 157055884.3 3154840.5 38628557.3 1339671.6
10000000 32 7491928.9 52012340.2 75406468.8 157827708.6 1723067.6 43001788.2 2802870.7
