#size threads block_size3/3-Join
1 1250001 49688659.8 10000000 14125697
2 1250001 37996836.4 10000000 14125697
3 1250001 27013753.6 10000000 14125697
4 1250001 30384912.5 10000000 14125697
6 1250001 25041659.5 10000000 14125697
8 1250001 25083144.7 10000000 14125697
16 1250001 25932358.7 10000000 14125697
32 1250001 27967749.3 10000000 14125697
1 156251 98253769.3 10000000 14125697
2 156251 59501646.8 10000000 14125697
3 156251 49852284.8 10000000 14125697
4 156251 44315043.8 10000000 14125697
6 156251 36764993 10000000 14125697
8 156251 41554266.9 10000000 14125697
16 156251 39775594.8 10000000 14125697
32 156251 39326457.9 10000000 14125697
1 46298 104719840.9 10000000 14125697
2 46298 74154861.3 10000000 14125697
3 46298 59908491.5 10000000 14125697
4 46298 54537055.3 10000000 14125697
6 46298 50453296.4 10000000 14125697
8 46298 48748007.4 10000000 14125697
16 46298 47840244.9 10000000 14125697
32 46298 48726190.1 10000000 14125697
1 19533 116424610.5 10000000 14125697
2 19533 71209697.4 10000000 14125697
3 19533 58737963.6 10000000 14125697
4 19533 53792733.6 10000000 14125697
6 19533 42096433.5 10000000 14125697
8 19533 47631384.9 10000000 14125697
16 19533 41603343.7 10000000 14125697
32 19533 45788501 10000000 14125697
1 10001 132843499.9 10000000 14125697
2 10001 84355498.2 10000000 14125697
3 10001 67185008.9 10000000 14125697
4 10001 61693956.4 10000000 14125697
6 10001 57402187 10000000 14125697
8 10001 52379409.7 10000000 14125697
16 10001 49275255.1 10000000 14125697
32 10001 51914543.4 10000000 14125697
1 5789 128737406.4 10000000 14125697
2 5789 82403303.9 10000000 14125697
3 5789 66730843 10000000 14125697
4 5789 64214890.5 10000000 14125697
6 5789 56119309 10000000 14125697
8 5789 51277376 10000000 14125697
16 5789 48741277.9 10000000 14125697
32 5789 51369525.9 10000000 14125697
1 3646 136827858.9 10000000 14125697
2 3646 83722954.6 10000000 14125697
3 3646 62781368.9 10000000 14125697
4 3646 58743589.4 10000000 14125697
6 3646 53827395.9 10000000 14125697
8 3646 46443717.6 10000000 14125697
16 3646 45696198.4 10000000 14125697
32 3646 46912639.1 10000000 14125697
